,cost,address,opst,floor,space,city,gu,dong,평수
0,70000,서울시 강북구 미아동,그랜드파크 1동,고,16.78,서울시,강북구,미아동,5.1
1,80000,서울시 강북구 미아동,그랜드파크 1동,고,18.48,서울시,강북구,미아동,5.6
2,80000,서울시 강북구 미아동,그랜드파크 1동,고,18.48,서울시,강북구,미아동,5.6
3,80000,서울시 강북구 미아동,그랜드파크 1동,고,18.48,서울시,강북구,미아동,5.6
4,70000,서울시 강북구 미아동,그랜드파크 1동,저,18.48,서울시,강북구,미아동,5.6
5,100000,서울시 강북구 미아동,그랜드파크 1동,저,18.48,서울시,강북구,미아동,5.6
6,70000,서울시 강북구 미아동,그랜드파크 1동,저,14.92,서울시,강북구,미아동,4.5
7,74000,서울시 강북구 미아동,그랜드파크 1동,저,18.48,서울시,강북구,미아동,5.6
8,73000,서울시 강북구 미아동,그랜드파크 1동,저,18.48,서울시,강북구,미아동,5.6
9,74000,서울시 강북구 미아동,그랜드파크 1동,중,14.92,서울시,강북구,미아동,4.5
10,80000,서울시 강북구 미아동,그랜드파크 1동,중,18.48,서울시,강북구,미아동,5.6
11,67000,서울시 강북구 미아동,수유역푸르지오시티 1동,중,22.42,서울시,강북구,미아동,6.8
12,70000,서울시 강북구 미아동,수유역푸르지오시티 1동,중,22.42,서울시,강북구,미아동,6.8
13,80000,서울시 강북구 미아동,수유역푸르지오시티 1동,고,22.42,서울시,강북구,미아동,6.8
14,70000,서울시 강북구 미아동,수유역푸르지오시티 1동,고,22.42,서울시,강북구,미아동,6.8
15,67000,서울시 강북구 미아동,수유역푸르지오시티 1동,고,22.42,서울시,강북구,미아동,6.8
16,70000,서울시 강북구 미아동,수유역푸르지오시티 1동,중,22.42,서울시,강북구,미아동,6.8
17,70000,서울시 강북구 미아동,수유역푸르지오시티 1동,고,22.42,서울시,강북구,미아동,6.8
18,67000,서울시 강북구 미아동,수유역푸르지오시티 1동,중,22.42,서울시,강북구,미아동,6.8
19,80000,서울시 강북구 미아동,수유역푸르지오시티 1동,저,22.42,서울시,강북구,미아동,6.8
20,100000,서울시 강북구 미아동,수유역푸르지오시티 1동,고,22.42,서울시,강북구,미아동,6.8
21,100000,서울시 강북구 미아동,수유역푸르지오시티 1동,고,22.42,서울시,강북구,미아동,6.8
22,80000,서울시 강북구 미아동,수유역푸르지오시티 1동,고,22.42,서울시,강북구,미아동,6.8
23,65000,서울시 강북구 미아동,수유역푸르지오시티 1동,중,22.42,서울시,강북구,미아동,6.8
24,65000,서울시 강북구 미아동,수유역푸르지오시티 1동,중,22.42,서울시,강북구,미아동,6.8
25,65000,서울시 강북구 미아동,수유역푸르지오시티 1동,고,22.42,서울시,강북구,미아동,6.8
26,65000,서울시 강북구 미아동,수유역푸르지오시티 1동,고,22.42,서울시,강북구,미아동,6.8
27,120000,서울시 강북구 미아동,스카이캐슬포레 1동,고,29.62,서울시,강북구,미아동,9.0
28,100000,서울시 강북구 미아동,스카이캐슬포레 1동,중,31.76,서울시,강북구,미아동,9.6
29,100000,서울시 강북구 미아동,스카이캐슬포레 1동,고,31.76,서울시,강북구,미아동,9.6
30,100000,서울시 강북구 미아동,스카이캐슬포레 1동,고,29.31,서울시,강북구,미아동,8.9
31,120000,서울시 강북구 미아동,스카이캐슬포레 1동,중,31.76,서울시,강북구,미아동,9.6
32,70000,서울시 강북구 미아동,아르테가수유역 1동,중,26.97,서울시,강북구,미아동,8.2
33,70000,서울시 강북구 미아동,아르테가수유역 1동,중,26.97,서울시,강북구,미아동,8.2
34,70000,서울시 강북구 미아동,아르테가수유역 1동,고,26.82,서울시,강북구,미아동,8.1
35,70000,서울시 강북구 미아동,아르테가수유역 1동,중,26.66,서울시,강북구,미아동,8.1
36,70000,서울시 강북구 미아동,아르테가수유역 1동,중,18.53,서울시,강북구,미아동,5.6
37,70000,서울시 강북구 미아동,아르테가수유역 1동,중,26.51,서울시,강북구,미아동,8.0
38,70000,서울시 강북구 미아동,아르테가수유역 1동,중,26.97,서울시,강북구,미아동,8.2
39,70000,서울시 강북구 미아동,아르테가수유역 1동,고,26.82,서울시,강북구,미아동,8.1
40,70000,서울시 강북구 미아동,아르테가수유역 1동,중,27.72,서울시,강북구,미아동,8.4
41,100000,서울시 강북구 번동,강북중앙드림빌 1동,중,28.71,서울시,강북구,번동,8.7
42,50000,서울시 강북구 번동,대원파크빌 A동,저,57.89,서울시,강북구,번동,17.5
43,70000,서울시 강북구 번동,밀레니엄 1동,중,24.47,서울시,강북구,번동,7.4
44,70000,서울시 강북구 번동,밀레니엄 1동,저,24.95,서울시,강북구,번동,7.5
45,63000,서울시 강북구 번동,밀레니엄 1동,저,24.47,서울시,강북구,번동,7.4
46,70000,서울시 강북구 번동,북한산드림캐슬 1동,저,24.09,서울시,강북구,번동,7.3
47,80000,서울시 강북구 번동,북한산드림캐슬 1동,저,24.09,서울시,강북구,번동,7.3
48,70000,서울시 강북구 번동,북한산드림캐슬 1동,중,24.09,서울시,강북구,번동,7.3
49,80000,서울시 강북구 번동,북한산드림캐슬 1동,저,24.09,서울시,강북구,번동,7.3
50,135000,서울시 강북구 번동,삼보힐 1동,고,18.9,서울시,강북구,번동,5.7
51,120000,서울시 강북구 번동,삼보힐 1동,고,19.6,서울시,강북구,번동,5.9
52,100000,서울시 강북구 번동,삼보힐 1동,고,39.2,서울시,강북구,번동,11.9
53,135000,서울시 강북구 번동,삼보힐 1동,고,18.9,서울시,강북구,번동,5.7
54,100000,서울시 강북구 번동,삼보힐 1동,고,37.8,서울시,강북구,번동,11.4
55,100000,서울시 강북구 번동,삼보힐 1동,중,37.8,서울시,강북구,번동,11.4
56,80000,서울시 강북구 번동,선경타워(민간임대) 1동,저,28.23,서울시,강북구,번동,8.5
57,90000,서울시 강북구 번동,선경타워(민간임대) 1동,저,22.33,서울시,강북구,번동,6.8
58,90000,서울시 강북구 번동,선경타워(민간임대) 1동,저,21.58,서울시,강북구,번동,6.5
59,90000,서울시 강북구 번동,선경타워(민간임대) 1동,저,21.58,서울시,강북구,번동,6.5
60,100000,서울시 강북구 번동,선경타워(민간임대) 1동,저,21.58,서울시,강북구,번동,6.5
61,80000,서울시 강북구 번동,수유역투웨니퍼스트 1동,고,29.22,서울시,강북구,번동,8.8
62,80000,서울시 강북구 번동,수유역투웨니퍼스트 1동,저,29.22,서울시,강북구,번동,8.8
63,110000,서울시 강북구 번동,스카이캐슬 1동,고,23.3,서울시,강북구,번동,7.0
64,110000,서울시 강북구 번동,스카이캐슬 1동,고,17.77,서울시,강북구,번동,5.4
65,90000,서울시 강북구 번동,스카이캐슬 1동,중,17.77,서울시,강북구,번동,5.4
66,70000,서울시 강북구 번동,스카이캐슬 1동,고,23.3,서울시,강북구,번동,7.0
67,70000,서울시 강북구 번동,스카이캐슬 1동,저,19.98,서울시,강북구,번동,6.0
68,50000,서울시 강북구 번동,시즌그랜드빌 1동,중,59.59,서울시,강북구,번동,18.0
69,50000,서울시 강북구 번동,시즌그랜드빌 1동,중,59.59,서울시,강북구,번동,18.0
70,50000,서울시 강북구 번동,시즌그랜드빌 1동,중,44.98,서울시,강북구,번동,13.6
71,100000,서울시 강북구 번동,포르텔 1동,저,44.76,서울시,강북구,번동,13.5
72,67000,서울시 강북구 번동,포르텔 1동,중,25.6,서울시,강북구,번동,7.7
73,90000,서울시 강북구 번동,효성네오인텔리안 1동,중,29.1,서울시,강북구,번동,8.8
74,80000,서울시 강북구 수유동,공간라움 1동,저,19.17,서울시,강북구,수유동,5.8
75,80000,서울시 강북구 수유동,공간라움 1동,중,19.17,서울시,강북구,수유동,5.8
76,80000,서울시 강북구 수유동,공간라움 1동,중,19.17,서울시,강북구,수유동,5.8
77,80000,서울시 강북구 수유동,공간라움 1동,중,19.17,서울시,강북구,수유동,5.8
78,85000,서울시 강북구 수유동,공간라움 1동,중,19.17,서울시,강북구,수유동,5.8
79,140000,서울시 강북구 수유동,두온(223-1) 101동,중,33.2,서울시,강북구,수유동,10.0
80,140000,서울시 강북구 수유동,두온(223-1) 101동,중,33.2,서울시,강북구,수유동,10.0
81,55000,서울시 강북구 수유동,두온(46-5) 1동,저,27.02,서울시,강북구,수유동,8.2
82,45000,서울시 강북구 수유동,두온(46-5) 1동,저,25.48,서울시,강북구,수유동,7.7
83,80000,서울시 강북구 수유동,수유다우아트리체 1동,중,16.71,서울시,강북구,수유동,5.1
84,80000,서울시 강북구 수유동,수유다우아트리체 1동,중,16.34,서울시,강북구,수유동,4.9
85,100000,서울시 강북구 수유동,수유역더오페라 1동,저,27.98,서울시,강북구,수유동,8.5
86,100000,서울시 강북구 수유동,수유역더오페라 1동,고,27.98,서울시,강북구,수유동,8.5
87,100000,서울시 강북구 수유동,수유역더오페라 1동,고,27.98,서울시,강북구,수유동,8.5
88,100000,서울시 강북구 수유동,수유역더오페라 1동,중,27.98,서울시,강북구,수유동,8.5
89,100000,서울시 강북구 수유동,수유역더오페라 1동,고,39.84,서울시,강북구,수유동,12.1
90,100000,서울시 강북구 수유동,수유역더오페라 1동,중,27.98,서울시,강북구,수유동,8.5
91,100000,서울시 강북구 수유동,수유역더오페라 1동,중,39.84,서울시,강북구,수유동,12.1
92,100000,서울시 강북구 수유동,수유역더오페라 1동,중,27.98,서울시,강북구,수유동,8.5
93,100000,서울시 강북구 수유동,수유역더오페라 1동,고,27.98,서울시,강북구,수유동,8.5
94,100000,서울시 강북구 수유동,수유역더오페라 1동,저,27.98,서울시,강북구,수유동,8.5
95,80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,고,16.07,서울시,강북구,수유동,4.9
96,80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,고,15.96,서울시,강북구,수유동,4.8
97,80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,고,15.96,서울시,강북구,수유동,4.8
98,100000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,고,15.96,서울시,강북구,수유동,4.8
99,80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,중,15.96,서울시,강북구,수유동,4.8
100,80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,중,15.96,서울시,강북구,수유동,4.8
101,80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,고,15.96,서울시,강북구,수유동,4.8
102,85000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,고,16.07,서울시,강북구,수유동,4.9
103,80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,저,16.07,서울시,강북구,수유동,4.9
104,80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,고,15.96,서울시,강북구,수유동,4.8
105,70000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,저,16.07,서울시,강북구,수유동,4.9
106,90000,서울시 강북구 수유동,수유이테크밸리 1동,고,27.98,서울시,강북구,수유동,8.5
107,90000,서울시 강북구 수유동,수유이테크밸리 1동,중,27.81,서울시,강북구,수유동,8.4
108,100000,서울시 강북구 수유동,수유이테크밸리 1동,중,27.81,서울시,강북구,수유동,8.4
109,100000,서울시 강북구 수유동,수유이테크밸리 1동,중,27.81,서울시,강북구,수유동,8.4
110,150000,서울시 강북구 수유동,수유이테크밸리 1동,중,40.15,서울시,강북구,수유동,12.1
111,150000,서울시 강북구 수유동,수유이테크밸리 1동,중,40.15,서울시,강북구,수유동,12.1
112,100000,서울시 강북구 수유동,수유이테크밸리 1동,중,27.81,서울시,강북구,수유동,8.4
113,100000,서울시 강북구 수유동,스마트명가 1동,저,52.6,서울시,강북구,수유동,15.9
114,95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,18.68,서울시,강북구,수유동,5.7
115,95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,18.68,서울시,강북구,수유동,5.7
116,95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,18.68,서울시,강북구,수유동,5.7
117,95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,18.68,서울시,강북구,수유동,5.7
118,95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,18.68,서울시,강북구,수유동,5.7
119,95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,18.68,서울시,강북구,수유동,5.7
120,95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,23.12,서울시,강북구,수유동,7.0
121,95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,18.68,서울시,강북구,수유동,5.7
122,95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,18.68,서울시,강북구,수유동,5.7
123,95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,18.68,서울시,강북구,수유동,5.7
124,95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,28.14,서울시,강북구,수유동,8.5
125,50000,서울시 강북구 수유동,어반레프대원 1동,중,41.14,서울시,강북구,수유동,12.4
126,50000,서울시 강북구 수유동,어반레프대원 1동,중,44.89,서울시,강북구,수유동,13.6
127,80000,서울시 강북구 수유동,어반레프대원 1동,중,41.14,서울시,강북구,수유동,12.4
128,70000,서울시 강북구 수유동,어반레프대원 1동,중,41.14,서울시,강북구,수유동,12.4
129,110000,서울시 강북구 수유동,어반빌리움수유 101동,중,17.01,서울시,강북구,수유동,5.1
130,90000,서울시 강북구 수유동,어반빌리움수유 101동,고,17.01,서울시,강북구,수유동,5.1
131,110000,서울시 강북구 수유동,어반빌리움수유 101동,중,17.01,서울시,강북구,수유동,5.1
132,100000,서울시 강북구 수유동,어반빌리움수유 101동,고,17.01,서울시,강북구,수유동,5.1
133,70000,서울시 강북구 수유동,어반빌리움수유 101동,저,17.01,서울시,강북구,수유동,5.1
134,100000,서울시 강북구 수유동,어반빌리움수유 101동,고,17.01,서울시,강북구,수유동,5.1
135,100000,서울시 강북구 수유동,어반빌리움수유 101동,중,17.01,서울시,강북구,수유동,5.1
136,90000,서울시 강북구 수유동,어반빌리움수유 101동,중,17.01,서울시,강북구,수유동,5.1
137,70000,서울시 강북구 수유동,어반빌리움수유 101동,중,17.01,서울시,강북구,수유동,5.1
138,80000,서울시 강북구 수유동,어반빌리움수유 101동,중,17.01,서울시,강북구,수유동,5.1
139,100000,서울시 강북구 수유동,어반빌리움수유 101동,중,17.01,서울시,강북구,수유동,5.1
140,120000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,고,22.99,서울시,강북구,수유동,7.0
141,120000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,고,20.77,서울시,강북구,수유동,6.3
142,180000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,고,35.44,서울시,강북구,수유동,10.7
143,110000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,고,22.45,서울시,강북구,수유동,6.8
144,90000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,고,22.57,서울시,강북구,수유동,6.8
145,90000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,고,22.57,서울시,강북구,수유동,6.8
146,120000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,고,20.77,서울시,강북구,수유동,6.3
147,100000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,고,20.77,서울시,강북구,수유동,6.3
148,100000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,고,22.45,서울시,강북구,수유동,6.8
149,100000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,저,20.77,서울시,강북구,수유동,6.3
150,100000,서울시 강북구 수유동,연승카운티 1동,중,41.21,서울시,강북구,수유동,12.5
151,100000,서울시 강북구 수유동,연승카운티 1동,중,41.21,서울시,강북구,수유동,12.5
152,100000,서울시 강북구 수유동,연승카운티 1동,저,41.21,서울시,강북구,수유동,12.5
153,130000,서울시 강북구 수유동,제네스타워 1동,고,29.41,서울시,강북구,수유동,8.9
154,100000,서울시 강북구 수유동,제네스타워 1동,중,29.25,서울시,강북구,수유동,8.8
155,130000,서울시 강북구 수유동,제네스타워 1동,중,29.25,서울시,강북구,수유동,8.8
156,140000,서울시 강북구 수유동,제네스타워 1동,중,29.41,서울시,강북구,수유동,8.9
157,150000,서울시 강북구 수유동,제네스타워 1동,중,33.73,서울시,강북구,수유동,10.2
158,70000,서울시 강북구 수유동,제네스타워 1동,고,31.65,서울시,강북구,수유동,9.6
159,130000,서울시 강북구 수유동,제네스타워 1동,고,37.8,서울시,강북구,수유동,11.4
160,150000,서울시 강북구 수유동,제네스타워 1동,중,38.23,서울시,강북구,수유동,11.6
161,120000,서울시 강북구 수유동,제네스타워 1동,고,29.41,서울시,강북구,수유동,8.9
162,135000,서울시 강북구 수유동,제네스타워 1동,고,33.73,서울시,강북구,수유동,10.2
163,140000,서울시 강북구 수유동,제네스타워 1동,중,29.25,서울시,강북구,수유동,8.8
164,210000,서울시 강북구 수유동,제네스타워 1동,고,37.8,서울시,강북구,수유동,11.4
165,150000,서울시 강북구 수유동,제네스타워 1동,고,37.8,서울시,강북구,수유동,11.4
166,150000,서울시 강북구 수유동,제네스타워 1동,고,33.73,서울시,강북구,수유동,10.2
167,40000,서울시 강북구 수유동,지산타워 1동,중,19.65,서울시,강북구,수유동,5.9
168,70000,서울시 강북구 수유동,퍼스트뷰 1동,저,19.68,서울시,강북구,수유동,6.0
169,70000,서울시 강북구 수유동,퍼스트뷰 1동,저,19.68,서울시,강북구,수유동,6.0
170,70000,서울시 강북구 수유동,퍼스트뷰 1동,저,19.68,서울시,강북구,수유동,6.0
171,80000,서울시 강북구 수유동,퍼스트뷰 1동,저,19.68,서울시,강북구,수유동,6.0
172,150000,서울시 강북구 수유동,평익타워 1동,고,35.0,서울시,강북구,수유동,10.6
173,150000,서울시 강북구 수유동,평익타워 1동,중,29.31,서울시,강북구,수유동,8.9
174,150000,서울시 강북구 수유동,평익타워 1동,중,29.31,서울시,강북구,수유동,8.9
175,150000,서울시 강북구 수유동,평익타워 1동,고,29.31,서울시,강북구,수유동,8.9
176,150000,서울시 강북구 수유동,평익타워 1동,중,35.0,서울시,강북구,수유동,10.6
177,150000,서울시 강북구 수유동,평익타워 1동,고,20.36,서울시,강북구,수유동,6.2
178,150000,서울시 강북구 수유동,평익타워 1동,중,25.62,서울시,강북구,수유동,7.8
179,100000,서울시 강북구 수유동,하이리움 1동,저,23.17,서울시,강북구,수유동,7.0
180,100000,서울시 강북구 수유동,하이리움 1동,중,21.21,서울시,강북구,수유동,6.4
181,100000,서울시 강북구 수유동,하이리움 1동,저,27.28,서울시,강북구,수유동,8.3
182,120000,서울시 강북구 수유동,효성인텔리안 1동,중,30.19,서울시,강북구,수유동,9.1
183,120000,서울시 강북구 수유동,효성인텔리안 1동,고,28.82,서울시,강북구,수유동,8.7
184,120000,서울시 강북구 수유동,효성인텔리안 1동,중,34.51,서울시,강북구,수유동,10.4
185,130000,서울시 강북구 수유동,효성인텔리안 1동,고,30.49,서울시,강북구,수유동,9.2
186,130000,서울시 강북구 수유동,효성인텔리안 1동,중,30.49,서울시,강북구,수유동,9.2
187,100000,서울시 강북구 수유동,효성인텔리안 1동,중,31.18,서울시,강북구,수유동,9.4
188,95000,서울시 강북구 수유동,효성인텔리안 1동,고,30.49,서울시,강북구,수유동,9.2
189,100000,서울시 강서구 가양동,가양글로벌퍼스트 102동,고,28.12,서울시,강서구,가양동,8.5
190,120000,서울시 강서구 가양동,가양글로벌퍼스트 103동,고,28.12,서울시,강서구,가양동,8.5
191,120000,서울시 강서구 가양동,가양글로벌퍼스트 102동,저,28.12,서울시,강서구,가양동,8.5
192,50000,서울시 강서구 가양동,가양글로벌퍼스트 102동,저,28.12,서울시,강서구,가양동,8.5
193,125000,서울시 강서구 가양동,가양글로벌퍼스트 102동,저,28.12,서울시,강서구,가양동,8.5
194,80000,서울시 강서구 가양동,가양글로벌퍼스트 104동,중,28.12,서울시,강서구,가양동,8.5
195,100000,서울시 강서구 가양동,가양글로벌퍼스트 101동,중,28.12,서울시,강서구,가양동,8.5
196,100000,서울시 강서구 가양동,가양글로벌퍼스트 101동,중,28.12,서울시,강서구,가양동,8.5
197,100000,서울시 강서구 가양동,가양글로벌퍼스트 101동,중,28.12,서울시,강서구,가양동,8.5
198,100000,서울시 강서구 가양동,가양글로벌퍼스트 101동,고,28.12,서울시,강서구,가양동,8.5
199,100000,서울시 강서구 가양동,가양글로벌퍼스트 103동,중,28.12,서울시,강서구,가양동,8.5
200,100000,서울시 강서구 가양동,가양글로벌퍼스트 102동,저,28.12,서울시,강서구,가양동,8.5
201,90000,서울시 강서구 가양동,가양글로벌퍼스트 103동,고,28.12,서울시,강서구,가양동,8.5
202,60000,서울시 강서구 가양동,갤럭시빌 1동,저,41.15,서울시,강서구,가양동,12.4
203,60000,서울시 강서구 가양동,경동미르웰양천향교 101동,중,14.33,서울시,강서구,가양동,4.3
204,70000,서울시 강서구 가양동,경동미르웰양천향교 101동,중,14.33,서울시,강서구,가양동,4.3
205,70000,서울시 강서구 가양동,경동미르웰양천향교 101동,중,14.33,서울시,강서구,가양동,4.3
206,70000,서울시 강서구 가양동,경동미르웰양천향교 101동,중,14.33,서울시,강서구,가양동,4.3
207,70000,서울시 강서구 가양동,경동미르웰양천향교 101동,저,14.33,서울시,강서구,가양동,4.3
208,100000,서울시 강서구 가양동,동양트레벨스카이 1동,중,22.08,서울시,강서구,가양동,6.7
209,100000,서울시 강서구 가양동,동양트레벨스카이 1동,고,26.96,서울시,강서구,가양동,8.2
210,100000,서울시 강서구 가양동,동양트레벨스카이 1동,고,26.96,서울시,강서구,가양동,8.2
211,120000,서울시 강서구 가양동,동양트레벨스카이 1동,고,26.96,서울시,강서구,가양동,8.2
212,100000,서울시 강서구 가양동,동양트레벨스카이 1동,고,22.08,서울시,강서구,가양동,6.7
213,120000,서울시 강서구 가양동,동양트레벨스카이 1동,중,26.96,서울시,강서구,가양동,8.2
214,100000,서울시 강서구 가양동,동양트레벨스카이 1동,중,26.96,서울시,강서구,가양동,8.2
215,100000,서울시 강서구 가양동,동양트레벨스카이 1동,저,24.36,서울시,강서구,가양동,7.4
216,100000,서울시 강서구 가양동,동양트레벨스카이 1동,저,26.96,서울시,강서구,가양동,8.2
217,100000,서울시 강서구 가양동,동양트레벨스카이 1동,저,26.96,서울시,강서구,가양동,8.2
218,100000,서울시 강서구 가양동,동양트레벨스카이 1동,고,26.96,서울시,강서구,가양동,8.2
219,100000,서울시 강서구 가양동,동양트레벨스카이 1동,고,24.36,서울시,강서구,가양동,7.4
220,100000,서울시 강서구 가양동,동양트레벨스카이 1동,고,24.36,서울시,강서구,가양동,7.4
221,75000,서울시 강서구 가양동,마곡베스트카운티 1동,중,13.92,서울시,강서구,가양동,4.2
222,90000,서울시 강서구 가양동,마곡베스트카운티 1동,저,13.92,서울시,강서구,가양동,4.2
223,70000,서울시 강서구 가양동,마곡베스트카운티 1동,중,13.92,서울시,강서구,가양동,4.2
224,70000,서울시 강서구 가양동,마곡베스트카운티 1동,중,13.92,서울시,강서구,가양동,4.2
225,150000,서울시 강서구 가양동,마곡베스트카운티 1동,중,22.6,서울시,강서구,가양동,6.8
226,130000,서울시 강서구 가양동,마곡베스트카운티 1동,중,22.6,서울시,강서구,가양동,6.8
227,85000,서울시 강서구 가양동,마곡베스트카운티 1동,중,13.92,서울시,강서구,가양동,4.2
228,90000,서울시 강서구 가양동,마곡베스트카운티 1동,중,13.92,서울시,강서구,가양동,4.2
229,100000,서울시 강서구 가양동,마곡베스트카운티 1동,중,13.92,서울시,강서구,가양동,4.2
230,90000,서울시 강서구 가양동,마곡베스트카운티 1동,중,13.92,서울시,강서구,가양동,4.2
231,90000,서울시 강서구 가양동,마곡베스트카운티 1동,중,13.92,서울시,강서구,가양동,4.2
232,100000,서울시 강서구 가양동,마곡베스트카운티 1동,중,13.92,서울시,강서구,가양동,4.2
233,130000,서울시 강서구 가양동,마곡베스트카운티 1동,중,22.6,서울시,강서구,가양동,6.8
234,100000,서울시 강서구 가양동,마곡베스트카운티 1동,중,13.92,서울시,강서구,가양동,4.2
235,100000,서울시 강서구 가양동,마곡베스트카운티 1동,중,13.92,서울시,강서구,가양동,4.2
236,110000,서울시 강서구 가양동,마곡베스트카운티 1동,중,13.92,서울시,강서구,가양동,4.2
237,80000,서울시 강서구 가양동,마곡보타닉 1동,저,76.24,서울시,강서구,가양동,23.1
238,130000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 105동,중,28.33,서울시,강서구,가양동,8.6
239,100000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 103동,저,28.33,서울시,강서구,가양동,8.6
240,150000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 103동,저,28.33,서울시,강서구,가양동,8.6
241,80000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 102동,중,28.33,서울시,강서구,가양동,8.6
242,100000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 105동,중,28.33,서울시,강서구,가양동,8.6
243,80000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 105동,중,28.33,서울시,강서구,가양동,8.6
244,80000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 105동,중,28.33,서울시,강서구,가양동,8.6
245,100000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 101동,중,28.33,서울시,강서구,가양동,8.6
246,100000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 103동,저,28.33,서울시,강서구,가양동,8.6
247,100000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 102동,고,28.33,서울시,강서구,가양동,8.6
248,80000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 103동,저,28.33,서울시,강서구,가양동,8.6
249,80000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 102동,저,28.33,서울시,강서구,가양동,8.6
250,80000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 103동,저,28.33,서울시,강서구,가양동,8.6
251,90000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 104동,저,28.33,서울시,강서구,가양동,8.6
252,90000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 101동,중,28.33,서울시,강서구,가양동,8.6
253,60000,서울시 강서구 가양동,마곡지웰에스테이트 1동,저,17.44,서울시,강서구,가양동,5.3
254,70000,서울시 강서구 가양동,마곡지웰에스테이트 1동,저,17.44,서울시,강서구,가양동,5.3
255,60000,서울시 강서구 가양동,마곡지웰에스테이트 1동,저,17.44,서울시,강서구,가양동,5.3
256,50000,서울시 강서구 가양동,마곡지웰에스테이트 1동,중,17.93,서울시,강서구,가양동,5.4
257,50000,서울시 강서구 가양동,마곡지웰에스테이트 1동,중,17.93,서울시,강서구,가양동,5.4
258,100000,서울시 강서구 가양동,마곡지웰에스테이트 1동,중,17.93,서울시,강서구,가양동,5.4
259,75000,서울시 강서구 가양동,마곡지웰에스테이트 1동,중,17.93,서울시,강서구,가양동,5.4
260,70000,서울시 강서구 가양동,마곡지웰에스테이트 1동,중,17.44,서울시,강서구,가양동,5.3
261,80000,서울시 강서구 가양동,마곡지웰에스테이트 1동,중,17.93,서울시,강서구,가양동,5.4
262,70000,서울시 강서구 가양동,마곡지웰에스테이트 1동,중,17.44,서울시,강서구,가양동,5.3
263,80000,서울시 강서구 가양동,마곡크리스아크 1동,중,32.48,서울시,강서구,가양동,9.8
264,100000,서울시 강서구 가양동,마곡크리스아크 1동,중,32.48,서울시,강서구,가양동,9.8
265,60000,서울시 강서구 가양동,마곡파크뷰 B동,중,28.89,서울시,강서구,가양동,8.7
266,170000,서울시 강서구 가양동,미씨엘로 1동,저,26.52,서울시,강서구,가양동,8.0
267,130000,서울시 강서구 가양동,미씨엘로 1동,중,26.52,서울시,강서구,가양동,8.0
268,100000,서울시 강서구 가양동,미씨엘로 1동,중,25.16,서울시,강서구,가양동,7.6
269,130000,서울시 강서구 가양동,미씨엘로 1동,중,26.52,서울시,강서구,가양동,8.0
270,170000,서울시 강서구 가양동,미씨엘로 1동,중,29.58,서울시,강서구,가양동,8.9
