cost,address,opst,floor,space
70000,서울시 강북구 미아동,그랜드파크 1동,14,16.78
80000,서울시 강북구 미아동,그랜드파크 1동,20,18.48
80000,서울시 강북구 미아동,그랜드파크 1동,20,18.48
80000,서울시 강북구 미아동,그랜드파크 1동,20,18.48
70000,서울시 강북구 미아동,그랜드파크 1동,3,18.48
0,서울시 강북구 미아동,그랜드파크 1동,중,18.48
70000,서울시 강북구 미아동,그랜드파크 1동,중,18.48
100000,서울시 강북구 미아동,그랜드파크 1동,3,18.48
90000,서울시 강북구 미아동,그랜드파크 1동,저,18.48
80000,서울시 강북구 미아동,그랜드파크 1동,중,16.78
70000,서울시 강북구 미아동,그랜드파크 1동,3,14.92
100000,서울시 강북구 미아동,그랜드파크 1동,고,16.78
80000,서울시 강북구 미아동,그랜드파크 1동,중,16.78
7,서울시 강북구 미아동,그랜드파크 1동,9,18.48
74000,서울시 강북구 미아동,그랜드파크 1동,3,18.48
73000,서울시 강북구 미아동,그랜드파크 1동,3,18.48
74000,서울시 강북구 미아동,그랜드파크 1동,9,14.92
7,서울시 강북구 미아동,그랜드파크 1동,12,14.92
80000,서울시 강북구 미아동,그랜드파크 1동,10,18.48
67000,서울시 강북구 미아동,수유역푸르지오시티 1동,6,22.42
70000,서울시 강북구 미아동,수유역푸르지오시티 1동,5,22.42
80000,서울시 강북구 미아동,수유역푸르지오시티 1동,19,22.42
70000,서울시 강북구 미아동,수유역푸르지오시티 1동,15,22.42
67000,서울시 강북구 미아동,수유역푸르지오시티 1동,11,22.42
0,서울시 강북구 미아동,수유역푸르지오시티 1동,12,22.42
70000,서울시 강북구 미아동,수유역푸르지오시티 1동,8,22.42
70000,서울시 강북구 미아동,수유역푸르지오시티 1동,20,22.42
70000,서울시 강북구 미아동,수유역푸르지오시티 1동,저,22.42
67000,서울시 강북구 미아동,수유역푸르지오시티 1동,5,22.42
80000,서울시 강북구 미아동,수유역푸르지오시티 1동,4,22.42
100000,서울시 강북구 미아동,수유역푸르지오시티 1동,13,22.42
100000,서울시 강북구 미아동,수유역푸르지오시티 1동,12,22.42
80000,서울시 강북구 미아동,수유역푸르지오시티 1동,19,22.42
0,서울시 강북구 미아동,수유역푸르지오시티 1동,13,22.42
65000,서울시 강북구 미아동,수유역푸르지오시티 1동,9,22.42
65000,서울시 강북구 미아동,수유역푸르지오시티 1동,5,22.42
65000,서울시 강북구 미아동,수유역푸르지오시티 1동,12,22.42
65000,서울시 강북구 미아동,수유역푸르지오시티 1동,15,22.42
0,서울시 강북구 미아동,수유역푸르지오시티 1동,8,22.42
120000,서울시 강북구 미아동,스카이캐슬포레 1동,중,29.62
120000,서울시 강북구 미아동,스카이캐슬포레 1동,중,31.35
120000,서울시 강북구 미아동,스카이캐슬포레 1동,중,31.76
100000,서울시 강북구 미아동,스카이캐슬포레 1동,중,31.22
100000,서울시 강북구 미아동,스카이캐슬포레 1동,고,31.76
120000,서울시 강북구 미아동,스카이캐슬포레 1동,14,29.62
100000,서울시 강북구 미아동,스카이캐슬포레 1동,8,31.76
100000,서울시 강북구 미아동,스카이캐슬포레 1동,13,31.76
120000,서울시 강북구 미아동,스카이캐슬포레 1동,고,29.31
120000,서울시 강북구 미아동,스카이캐슬포레 1동,고,31.35
120000,서울시 강북구 미아동,스카이캐슬포레 1동,고,31.35
120000,서울시 강북구 미아동,스카이캐슬포레 1동,고,31.22
120000,서울시 강북구 미아동,스카이캐슬포레 1동,고,29.31
120000,서울시 강북구 미아동,스카이캐슬포레 1동,고,31.22
100000,서울시 강북구 미아동,스카이캐슬포레 1동,13,29.31
120000,서울시 강북구 미아동,스카이캐슬포레 1동,5,31.76
70000,서울시 강북구 미아동,아르테가수유역 1동,6,26.97
70000,서울시 강북구 미아동,아르테가수유역 1동,9,26.97
70000,서울시 강북구 미아동,아르테가수유역 1동,11,26.82
70000,서울시 강북구 미아동,아르테가수유역 1동,6,26.66
70000,서울시 강북구 미아동,아르테가수유역 1동,10,18.53
70000,서울시 강북구 미아동,아르테가수유역 1동,7,26.51
70000,서울시 강북구 미아동,아르테가수유역 1동,5,26.97
70000,서울시 강북구 미아동,아르테가수유역 1동,11,26.82
70000,서울시 강북구 미아동,아르테가수유역 1동,중,26.66
70000,서울시 강북구 미아동,아르테가수유역 1동,고,26.97
70000,서울시 강북구 미아동,아르테가수유역 1동,저,26.66
70000,서울시 강북구 미아동,아르테가수유역 1동,고,26.51
70000,서울시 강북구 미아동,아르테가수유역 1동,9,27.72
150000,서울시 강북구 번동,가든타워 1동,고,36.9
150000,서울시 강북구 번동,가든타워 1동,고,35.1
150000,서울시 강북구 번동,가든타워 1동,고,36.9
100000,서울시 강북구 번동,강북중앙드림빌 1동,6,28.71
100000,서울시 강북구 번동,강북중앙드림빌 1동,중,28.71
70000,서울시 강북구 번동,강북중앙드림빌 1동,고,32.49
80000,서울시 강북구 번동,강북중앙드림빌 1동,고,32.49
50000,서울시 강북구 번동,대원파크빌 A동,2,57.89
70000,서울시 강북구 번동,밀레니엄 1동,9,24.47
70000,서울시 강북구 번동,밀레니엄 1동,중,24.95
0,서울시 강북구 번동,밀레니엄 1동,저,24.95
60000,서울시 강북구 번동,밀레니엄 1동,고,24.95
60000,서울시 강북구 번동,밀레니엄 1동,저,24.47
7,서울시 강북구 번동,밀레니엄 1동,4,24.95
70000,서울시 강북구 번동,밀레니엄 1동,3,24.95
63000,서울시 강북구 번동,밀레니엄 1동,2,24.47
70000,서울시 강북구 번동,북한산드림캐슬 1동,3,24.09
80000,서울시 강북구 번동,북한산드림캐슬 1동,4,24.09
70000,서울시 강북구 번동,북한산드림캐슬 1동,5,24.09
80000,서울시 강북구 번동,북한산드림캐슬 1동,4,24.09
55000,서울시 강북구 번동,북한산드림캐슬 1동,중,24.09
135000,서울시 강북구 번동,삼보힐 1동,15,18.9
120000,서울시 강북구 번동,삼보힐 1동,15,19.6
100000,서울시 강북구 번동,삼보힐 1동,11,39.2
0,서울시 강북구 번동,삼보힐 1동,고,39.2
135000,서울시 강북구 번동,삼보힐 1동,15,18.9
100000,서울시 강북구 번동,삼보힐 1동,13,37.8
100000,서울시 강북구 번동,삼보힐 1동,고,39.2
100000,서울시 강북구 번동,삼보힐 1동,8,37.8
80000,서울시 강북구 번동,선경타워(민간임대) 1동,4,28.23
90000,서울시 강북구 번동,선경타워(민간임대) 1동,4,22.33
90000,서울시 강북구 번동,선경타워(민간임대) 1동,4,21.58
90000,서울시 강북구 번동,선경타워(민간임대) 1동,저,37.23
90000,서울시 강북구 번동,선경타워(민간임대) 1동,저,20.69
90000,서울시 강북구 번동,선경타워(민간임대) 1동,저,21.58
90000,서울시 강북구 번동,선경타워(민간임대) 1동,4,21.58
90000,서울시 강북구 번동,선경타워(민간임대) 1동,저,22.33
90000,서울시 강북구 번동,선경타워(민간임대) 1동,저,22.33
90000,서울시 강북구 번동,선경타워(민간임대) 1동,저,21.58
100000,서울시 강북구 번동,선경타워(민간임대) 1동,4,21.58
100000,서울시 강북구 번동,선경타워(민간임대) 1동,저,21.58
80000,서울시 강북구 번동,수유역투웨니퍼스트 1동,18,29.22
80000,서울시 강북구 번동,수유역투웨니퍼스트 1동,3,29.22
0,서울시 강북구 번동,수유역투웨니퍼스트 1동,저,29.22
80000,서울시 강북구 번동,수유역투웨니퍼스트 1동,저,29.22
80000,서울시 강북구 번동,수유역투웨니퍼스트 1동,고,29.22
80000,서울시 강북구 번동,수유역투웨니퍼스트 1동,고,29.22
80000,서울시 강북구 번동,수유역투웨니퍼스트 1동,중,29.22
80000,서울시 강북구 번동,수유역투웨니퍼스트 1동,고,29.22
70000,서울시 강북구 번동,수유역투웨니퍼스트 1동,고,24.28
100000,서울시 강북구 번동,수유역투웨니퍼스트 1동,고,29.22
100000,서울시 강북구 번동,수유역투웨니퍼스트 1동,저,29.22
80000,서울시 강북구 번동,수유역투웨니퍼스트 1동,저,29.22
80000,서울시 강북구 번동,수유역투웨니퍼스트 1동,중,29.22
80000,서울시 강북구 번동,수유역투웨니퍼스트 1동,저,29.22
80000,서울시 강북구 번동,수유역투웨니퍼스트 1동,고,29.22
80000,서울시 강북구 번동,수유역투웨니퍼스트 1동,고,29.22
80000,서울시 강북구 번동,수유역투웨니퍼스트 1동,중,24.28
100000,서울시 강북구 번동,수유역투웨니퍼스트 1동,고,29.22
80000,서울시 강북구 번동,수유역투웨니퍼스트 1동,고,29.22
0,서울시 강북구 번동,수유역투웨니퍼스트 1동,5,29.22
110000,서울시 강북구 번동,스카이캐슬 1동,14,23.3
100000,서울시 강북구 번동,스카이캐슬 1동,고,23.3
110000,서울시 강북구 번동,스카이캐슬 1동,15,17.77
90000,서울시 강북구 번동,스카이캐슬 1동,7,17.77
70000,서울시 강북구 번동,스카이캐슬 1동,12,23.3
70000,서울시 강북구 번동,스카이캐슬 1동,4,19.98
50000,서울시 강북구 번동,시즌그랜드빌 1동,8,59.59
50000,서울시 강북구 번동,시즌그랜드빌 1동,8,59.59
50000,서울시 강북구 번동,시즌그랜드빌 1동,6,44.98
80000,서울시 강북구 번동,포르텔 1동,중,25.6
67000,서울시 강북구 번동,포르텔 1동,저,25.6
100000,서울시 강북구 번동,포르텔 1동,2,44.76
67000,서울시 강북구 번동,포르텔 1동,8,25.6
7,서울시 강북구 번동,포르텔 1동,중,25.6
7000,서울시 강북구 번동,효성네오인텔리안 1동,고,32.97
100000,서울시 강북구 번동,효성네오인텔리안 1동,중,29.1
90000,서울시 강북구 번동,효성네오인텔리안 1동,5,29.1
80000,서울시 강북구 수유동,공간라움 1동,2,19.17
80000,서울시 강북구 수유동,공간라움 1동,7,19.17
0,서울시 강북구 수유동,공간라움 1동,8,23.37
80000,서울시 강북구 수유동,공간라움 1동,8,19.17
80000,서울시 강북구 수유동,공간라움 1동,6,19.17
80000,서울시 강북구 수유동,공간라움 1동,고,23.37
80000,서울시 강북구 수유동,공간라움 1동,고,23.37
85000,서울시 강북구 수유동,공간라움 1동,8,19.17
0,서울시 강북구 수유동,공간라움 1동,8,19.17
140000,서울시 강북구 수유동,두온(223-1) 101동,6,33.2
140000,서울시 강북구 수유동,두온(223-1) 101동,10,33.2
140000,서울시 강북구 수유동,두온(223-1) 101동,고,33.2
55000,서울시 강북구 수유동,두온(46-5) 1동,3,27.02
45000,서울시 강북구 수유동,두온(46-5) 1동,2,25.48
70000,서울시 강북구 수유동,삼성팰리스 1동,저,59.96
100000,서울시 강북구 수유동,삼성팰리스 1동,저,59.96
80000,서울시 강북구 수유동,수유다우아트리체 1동,8,16.71
80000,서울시 강북구 수유동,수유다우아트리체 1동,9,16.34
100000,서울시 강북구 수유동,수유역더오페라 1동,4,27.98
100000,서울시 강북구 수유동,수유역더오페라 1동,16,27.98
0,서울시 강북구 수유동,수유역더오페라 1동,7,27.98
100000,서울시 강북구 수유동,수유역더오페라 1동,17,27.98
100000,서울시 강북구 수유동,수유역더오페라 1동,중,27.98
100000,서울시 강북구 수유동,수유역더오페라 1동,9,27.98
100000,서울시 강북구 수유동,수유역더오페라 1동,14,39.84
100000,서울시 강북구 수유동,수유역더오페라 1동,7,27.98
100000,서울시 강북구 수유동,수유역더오페라 1동,9,39.84
0,서울시 강북구 수유동,수유역더오페라 1동,15,27.98
0,서울시 강북구 수유동,수유역더오페라 1동,17,27.98
0,서울시 강북구 수유동,수유역더오페라 1동,5,27.98
0,서울시 강북구 수유동,수유역더오페라 1동,저,27.98
100000,서울시 강북구 수유동,수유역더오페라 1동,6,27.98
0,서울시 강북구 수유동,수유역더오페라 1동,13,27.98
100000,서울시 강북구 수유동,수유역더오페라 1동,17,27.98
100000,서울시 강북구 수유동,수유역더오페라 1동,4,27.98
0,서울시 강북구 수유동,수유역더오페라 1동,12,27.98
0,서울시 강북구 수유동,수유역더오페라 1동,11,27.98
0,서울시 강북구 수유동,수유역더오페라 1동,16,27.98
80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,15,16.07
80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,15,15.96
80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,15,15.96
100000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,15,15.96
80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,고,15.96
0,서울시 강북구 수유동,수유역시티앤플랫폼 1동,고,15.96
80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,6,15.96
80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,6,15.96
80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,고,15.96
80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,16,15.96
85000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,17,16.07
80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,4,16.07
70000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,고,15.96
80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,13,15.96
70000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,중,16.07
80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,중,15.96
80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,고,15.96
70000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,고,15.96
70000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,4,16.07
80000,서울시 강북구 수유동,수유역시티앤플랫폼 1동,고,15.96
90000,서울시 강북구 수유동,수유이테크밸리 1동,11,27.98
90000,서울시 강북구 수유동,수유이테크밸리 1동,8,27.81
100000,서울시 강북구 수유동,수유이테크밸리 1동,9,27.81
10000,서울시 강북구 수유동,수유이테크밸리 1동,9,27.81
150000,서울시 강북구 수유동,수유이테크밸리 1동,9,40.15
150000,서울시 강북구 수유동,수유이테크밸리 1동,9,40.15
100000,서울시 강북구 수유동,수유이테크밸리 1동,9,27.81
150000,서울시 강북구 수유동,수유이테크밸리 1동,고,40.15
110000,서울시 강북구 수유동,수유이테크밸리 1동,중,29.61
150000,서울시 강북구 수유동,수유이테크밸리 1동,중,36.78
150000,서울시 강북구 수유동,수유이테크밸리 1동,고,36.78
110000,서울시 강북구 수유동,수유이테크밸리 1동,고,27.98
110000,서울시 강북구 수유동,수유이테크밸리 1동,중,27.81
100000,서울시 강북구 수유동,수유프리미어엠 1동,고,22.97
0,서울시 강북구 수유동,수유프리미어엠 1동,9,22.97
0,서울시 강북구 수유동,수유프리미어엠 1동,14,22.28
100000,서울시 강북구 수유동,스마트명가 1동,4,52.6
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,6,18.68
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,8,18.68
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,9,18.68
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,10,18.68
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,5,18.68
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,7,18.68
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,10,23.12
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,8,18.68
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,9,18.68
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,10,18.68
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,10,28.14
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,18.68
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,19.53
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,23.0
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,18.68
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,28.14
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,23.0
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,23.12
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,19.53
95000,서울시 강북구 수유동,스카이뷰(민간임대) 1동,중,19.53
50000,서울시 강북구 수유동,어반레프대원 1동,5,41.14
0,서울시 강북구 수유동,어반레프대원 1동,5,46.26
50000,서울시 강북구 수유동,어반레프대원 1동,5,44.89
80000,서울시 강북구 수유동,어반레프대원 1동,5,41.14
70000,서울시 강북구 수유동,어반레프대원 1동,5,41.14
0,서울시 강북구 수유동,어반레프대원 1동,4,44.89
110000,서울시 강북구 수유동,어반빌리움수유 101동,9,17.01
90000,서울시 강북구 수유동,어반빌리움수유 101동,11,17.01
110000,서울시 강북구 수유동,어반빌리움수유 101동,9,17.01
100000,서울시 강북구 수유동,어반빌리움수유 101동,13,17.01
70000,서울시 강북구 수유동,어반빌리움수유 101동,3,17.01
100000,서울시 강북구 수유동,어반빌리움수유 101동,고,17.01
100000,서울시 강북구 수유동,어반빌리움수유 101동,중,17.01
100000,서울시 강북구 수유동,어반빌리움수유 101동,17,17.01
70000,서울시 강북구 수유동,어반빌리움수유 101동,고,17.01
70000,서울시 강북구 수유동,어반빌리움수유 101동,중,17.01
70000,서울시 강북구 수유동,어반빌리움수유 101동,중,17.01
100000,서울시 강북구 수유동,어반빌리움수유 101동,9,17.01
90000,서울시 강북구 수유동,어반빌리움수유 101동,10,17.01
0,서울시 강북구 수유동,어반빌리움수유 101동,16,17.01
100000,서울시 강북구 수유동,어반빌리움수유 101동,고,17.01
70000,서울시 강북구 수유동,어반빌리움수유 101동,5,17.01
90000,서울시 강북구 수유동,어반빌리움수유 101동,고,17.01
7000,서울시 강북구 수유동,어반빌리움수유 101동,고,17.01
80000,서울시 강북구 수유동,어반빌리움수유 101동,6,17.01
100000,서울시 강북구 수유동,어반빌리움수유 101동,6,17.01
120000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,13,22.99
120000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,16,20.77
180000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,14,35.44
100000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,중,20.42
140000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,중,25.22
140000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,중,35.44
140000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,고,35.44
100000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,중,22.18
140000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,중,22.57
100000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,중,22.99
110000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,21,22.45
90000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,15,22.57
90000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,15,22.57
120000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,22,20.77
100000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,중,22.99
120000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,중,25.22
100000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,19,20.77
100000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,20,22.45
100000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,4,20.77
100000,서울시 강북구 수유동,에피소드수유838(민간임대) 1동,고,22.45
100000,서울시 강북구 수유동,연승카운티 1동,5,41.21
100000,서울시 강북구 수유동,연승카운티 1동,5,41.21
100000,서울시 강북구 수유동,연승카운티 1동,3,41.21
80000,서울시 강북구 수유동,연승카운티 1동,저,51.85
130000,서울시 강북구 수유동,제네스타워 1동,16,29.41
0,서울시 강북구 수유동,제네스타워 1동,14,33.73
100000,서울시 강북구 수유동,제네스타워 1동,9,29.25
130000,서울시 강북구 수유동,제네스타워 1동,7,29.25
140000,서울시 강북구 수유동,제네스타워 1동,7,29.41
150000,서울시 강북구 수유동,제네스타워 1동,7,33.73
70000,서울시 강북구 수유동,제네스타워 1동,12,31.65
130000,서울시 강북구 수유동,제네스타워 1동,16,37.8
150000,서울시 강북구 수유동,제네스타워 1동,8,38.23
120000,서울시 강북구 수유동,제네스타워 1동,16,29.41
135000,서울시 강북구 수유동,제네스타워 1동,중,33.73
150000,서울시 강북구 수유동,제네스타워 1동,중,33.1
135000,서울시 강북구 수유동,제네스타워 1동,14,33.73
140000,서울시 강북구 수유동,제네스타워 1동,9,29.25
150000,서울시 강북구 수유동,제네스타워 1동,중,38.23
130000,서울시 강북구 수유동,제네스타워 1동,중,29.25
0,서울시 강북구 수유동,제네스타워 1동,12,31.65
210000,서울시 강북구 수유동,제네스타워 1동,16,37.8
150000,서울시 강북구 수유동,제네스타워 1동,15,37.8
150000,서울시 강북구 수유동,제네스타워 1동,14,33.73
40000,서울시 강북구 수유동,지산타워 1동,7,19.65
70000,서울시 강북구 수유동,퍼스트뷰 1동,2,19.68
70000,서울시 강북구 수유동,퍼스트뷰 1동,2,19.68
70000,서울시 강북구 수유동,퍼스트뷰 1동,2,19.68
80000,서울시 강북구 수유동,퍼스트뷰 1동,2,19.68
150000,서울시 강북구 수유동,평익타워 1동,12,35.0
150000,서울시 강북구 수유동,평익타워 1동,8,29.31
150000,서울시 강북구 수유동,평익타워 1동,8,29.31
150000,서울시 강북구 수유동,평익타워 1동,중,35.0
150000,서울시 강북구 수유동,평익타워 1동,고,35.0
150000,서울시 강북구 수유동,평익타워 1동,고,35.0
0,서울시 강북구 수유동,평익타워 1동,중,35.0
0,서울시 강북구 수유동,평익타워 1동,중,26.78
150000,서울시 강북구 수유동,평익타워 1동,12,29.31
150000,서울시 강북구 수유동,평익타워 1동,고,25.62
150000,서울시 강북구 수유동,평익타워 1동,고,29.31
150000,서울시 강북구 수유동,평익타워 1동,7,35.0
0,서울시 강북구 수유동,평익타워 1동,6,35.0
150000,서울시 강북구 수유동,평익타워 1동,12,20.36
150000,서울시 강북구 수유동,평익타워 1동,10,25.62
0,서울시 강북구 수유동,평익타워 1동,중,35.0
100000,서울시 강북구 수유동,하이리움 1동,고,23.17
100000,서울시 강북구 수유동,하이리움 1동,4,23.17
100000,서울시 강북구 수유동,하이리움 1동,8,21.21
100000,서울시 강북구 수유동,하이리움 1동,4,27.28
100000,서울시 강북구 수유동,하이리움 1동,고,21.21
80000,서울시 강북구 수유동,한원힐트리움수유 1동,저,41.96
120000,서울시 강북구 수유동,효성인텔리안 1동,5,30.19
120000,서울시 강북구 수유동,효성인텔리안 1동,14,28.82
120000,서울시 강북구 수유동,효성인텔리안 1동,6,34.51
120000,서울시 강북구 수유동,효성인텔리안 1동,고,28.82
100000,서울시 강북구 수유동,효성인텔리안 1동,중,28.82
130000,서울시 강북구 수유동,효성인텔리안 1동,15,30.49
120000,서울시 강북구 수유동,효성인텔리안 1동,중,34.13
130000,서울시 강북구 수유동,효성인텔리안 1동,10,30.49
120000,서울시 강북구 수유동,효성인텔리안 1동,고,30.19
100000,서울시 강북구 수유동,효성인텔리안 1동,중,34.51
100000,서울시 강북구 수유동,효성인텔리안 1동,저,30.49
100000,서울시 강북구 수유동,효성인텔리안 1동,저,27.76
100000,서울시 강북구 수유동,효성인텔리안 1동,7,31.18
120000,서울시 강북구 수유동,효성인텔리안 1동,저,30.19
100000,서울시 강북구 수유동,효성인텔리안 1동,중,30.49
95000,서울시 강북구 수유동,효성인텔리안 1동,15,30.49
100000,서울시 강북구 수유동,효성인텔리안 1동,중,27.76
120000,서울시 강북구 수유동,효성인텔리안 1동,중,34.51
100000,서울시 강북구 수유동,효성인텔리안 1동,중,27.76
110000,서울시 강북구 수유동,효성인텔리안 1동,저,30.49
100000,서울시 강서구 가양동,가양글로벌퍼스트 102동,14,28.12
120000,서울시 강서구 가양동,가양글로벌퍼스트 103동,13,28.12
120000,서울시 강서구 가양동,가양글로벌퍼스트 102동,2,28.12
50000,서울시 강서구 가양동,가양글로벌퍼스트 102동,2,28.12
125000,서울시 강서구 가양동,가양글로벌퍼스트 102동,2,28.12
80000,서울시 강서구 가양동,가양글로벌퍼스트 104동,9,28.12
100000,서울시 강서구 가양동,가양글로벌퍼스트 101동,5,28.12
100000,서울시 강서구 가양동,가양글로벌퍼스트 101동,7,28.12
100000,서울시 강서구 가양동,가양글로벌퍼스트 101동,7,28.12
100000,서울시 강서구 가양동,가양글로벌퍼스트 101동,13,28.12
100000,서울시 강서구 가양동,가양글로벌퍼스트 103동,9,28.12
80000,서울시 강서구 가양동,가양글로벌퍼스트 103동,고,28.12
100000,서울시 강서구 가양동,가양글로벌퍼스트 102동,2,28.12
90000,서울시 강서구 가양동,가양글로벌퍼스트 103동,14,28.12
150000,서울시 강서구 가양동,가양글로벌퍼스트 102동,고,28.12
60000,서울시 강서구 가양동,갤럭시빌 1동,2,41.15
60000,서울시 강서구 가양동,경동미르웰양천향교 101동,6,14.33
70000,서울시 강서구 가양동,경동미르웰양천향교 101동,5,14.33
70000,서울시 강서구 가양동,경동미르웰양천향교 101동,8,14.33
80000,서울시 강서구 가양동,경동미르웰양천향교 101동,저,14.33
70000,서울시 강서구 가양동,경동미르웰양천향교 101동,저,14.33
70000,서울시 강서구 가양동,경동미르웰양천향교 101동,6,14.33
70000,서울시 강서구 가양동,경동미르웰양천향교 101동,2,14.33
70000,서울시 강서구 가양동,경동미르웰양천향교 101동,중,14.33
100000,서울시 강서구 가양동,동양트레벨스카이 1동,5,22.08
100000,서울시 강서구 가양동,동양트레벨스카이 1동,11,26.96
100000,서울시 강서구 가양동,동양트레벨스카이 1동,12,26.96
120000,서울시 강서구 가양동,동양트레벨스카이 1동,15,26.96
100000,서울시 강서구 가양동,동양트레벨스카이 1동,13,22.08
120000,서울시 강서구 가양동,동양트레벨스카이 1동,9,26.96
100000,서울시 강서구 가양동,동양트레벨스카이 1동,8,26.96
100000,서울시 강서구 가양동,동양트레벨스카이 1동,3,24.36
100000,서울시 강서구 가양동,동양트레벨스카이 1동,3,26.96
100000,서울시 강서구 가양동,동양트레벨스카이 1동,3,26.96
100000,서울시 강서구 가양동,동양트레벨스카이 1동,14,26.96
100000,서울시 강서구 가양동,동양트레벨스카이 1동,14,24.36
100000,서울시 강서구 가양동,동양트레벨스카이 1동,15,24.36
75000,서울시 강서구 가양동,마곡베스트카운티 1동,6,13.92
90000,서울시 강서구 가양동,마곡베스트카운티 1동,3,13.92
70000,서울시 강서구 가양동,마곡베스트카운티 1동,6,13.92
70000,서울시 강서구 가양동,마곡베스트카운티 1동,6,13.92
150000,서울시 강서구 가양동,마곡베스트카운티 1동,7,22.6
130000,서울시 강서구 가양동,마곡베스트카운티 1동,7,22.6
130000,서울시 강서구 가양동,마곡베스트카운티 1동,저,13.92
85000,서울시 강서구 가양동,마곡베스트카운티 1동,6,13.92
90000,서울시 강서구 가양동,마곡베스트카운티 1동,6,13.92
100000,서울시 강서구 가양동,마곡베스트카운티 1동,6,13.92
90000,서울시 강서구 가양동,마곡베스트카운티 1동,6,13.92
90000,서울시 강서구 가양동,마곡베스트카운티 1동,6,13.92
100000,서울시 강서구 가양동,마곡베스트카운티 1동,6,13.92
130000,서울시 강서구 가양동,마곡베스트카운티 1동,7,22.6
130000,서울시 강서구 가양동,마곡베스트카운티 1동,고,13.92
100000,서울시 강서구 가양동,마곡베스트카운티 1동,6,13.92
100000,서울시 강서구 가양동,마곡베스트카운티 1동,6,13.92
0,서울시 강서구 가양동,마곡베스트카운티 1동,중,13.92
60000,서울시 강서구 가양동,마곡베스트카운티 1동,고,13.92
110000,서울시 강서구 가양동,마곡베스트카운티 1동,6,13.92
80000,서울시 강서구 가양동,마곡보타닉 1동,2,76.24
70000,서울시 강서구 가양동,마곡보타닉 1동,저,76.24
130000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 105동,9,28.33
100000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 103동,2,28.33
150000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 103동,2,28.33
100000,서울시 강서구 가양동,마곡보타닉투웨니퍼스트 103동,저,28.33
